Algoritmo,Quantum,N_Processos,Rodada,TME
fifo,30,90,26,87204.244444
fifo,30,90,27,81196.377778
fifo,30,90,28,65479.066667
fifo,30,90,29,70675.977778
fifo,30,90,30,83893.333333
fifo,30,100,1,87289.890000
fifo,30,100,2,79215.570000
fifo,30,100,3,80960.070000
fifo,30,100,4,78919.550000
fifo,30,100,5,83459.290000
fifo,30,100,6,87625.160000
fifo,30,100,7,80329.740000
fifo,30,100,8,93891.100000
fifo,30,100,9,96103.590000
fifo,30,100,10,102175.630000
fifo,30,100,11,93406.660000
fifo,30,100,12,86869.830000
fifo,30,100,13,97116.960000
fifo,30,100,14,94481.240000
fifo,30,100,15,82588.280000
fifo,30,100,16,88998.810000
fifo,30,100,17,70160.240000
fifo,30,100,18,97073.790000
fifo,30,100,19,100999.580000
fifo,30,100,20,80962.200000
fifo,30,100,21,83656.760000
fifo,30,100,22,89759.330000
fifo,30,100,23,91044.470000
fifo,30,100,24,108493.400000
fifo,30,100,25,80181.010000
fifo,30,100,26,82489.020000
fifo,30,100,27,79426.530000
fifo,30,100,28,91944.450000
fifo,30,100,29,104185.850000
fifo,30,100,30,85775.250000
sjf,10,10,1,10996.200000
sjf,10,10,2,10457.700000
sjf,10,10,3,11408.000000
sjf,10,10,4,9194.400000
sjf,10,10,5,10951.900000
sjf,10,10,6,10964.900000
sjf,10,10,7,9830.600000
sjf,10,10,8,8809.700000
sjf,10,10,9,6321.300000
sjf,10,10,10,13138.000000
sjf,10,10,11,9945.000000
sjf,10,10,12,10643.600000
sjf,10,10,13,11904.100000
sjf,10,10,14,12719.900000
sjf,10,10,15,7949.200000
sjf,10,10,16,4563.900000
sjf,10,10,17,11709.700000
sjf,10,10,18,7677.300000
sjf,10,10,19,9938.000000
sjf,10,10,20,12287.900000
sjf,10,10,21,9004.400000
sjf,10,10,22,6540.300000
sjf,10,10,23,11464.500000
sjf,10,10,24,10582.400000
sjf,10,10,25,10679.300000
sjf,10,10,26,15227.000000
sjf,10,10,27,9522.700000
sjf,10,10,28,14704.300000
sjf,10,10,29,14314.600000
sjf,10,10,30,11085.600000
sjf,10,20,1,27363.600000
sjf,10,20,2,17888.300000
sjf,10,20,3,12985.200000
sjf,10,20,4,27247.400000
sjf,10,20,5,28997.450000
sjf,10,20,6,23493.350000
sjf,10,20,7,15245.500000
sjf,10,20,8,16742.850000
sjf,10,20,9,19526.450000
sjf,10,20,10,19519.950000
sjf,10,20,11,22145.100000
sjf,10,20,12,20610.900000
sjf,10,20,13,30419.400000
sjf,10,20,14,23119.950000
sjf,10,20,15,15541.350000
sjf,10,20,16,20172.800000
sjf,10,20,17,16896.700000
sjf,10,20,18,18980.150000
sjf,10,20,19,19498.900000
sjf,10,20,20,11737.950000
sjf,10,20,21,23937.600000
sjf,10,20,22,19636.150000
sjf,10,20,23,17521.500000
sjf,10,20,24,20446.600000
sjf,10,20,25,25615.850000
sjf,10,20,26,20305.750000
sjf,10,20,27,21741.900000
sjf,10,20,28,33400.800000
sjf,10,20,29,17290.200000
sjf,10,20,30,21055.850000
sjf,10,30,1,28708.433333
sjf,10,30,2,25760.066667
sjf,10,30,3,26374.966667
sjf,10,30,4,39733.100000
sjf,10,30,5,41445.933333
sjf,10,30,6,33545.566667
sjf,10,30,7,27166.800000
sjf,10,30,8,27597.500000
sjf,10,30,9,30764.933333
sjf,10,30,10,28581.866667
sjf,10,30,11,30692.466667
sjf,10,30,12,22672.366667
sjf,10,30,13,34744.066667
sjf,10,30,14,25692.300000
sjf,10,30,15,28917.066667
sjf,10,30,16,44547.633333
sjf,10,30,17,34644.333333
sjf,10,30,18,33312.200000
sjf,10,30,19,32285.300000
sjf,10,30,20,20860.966667
sjf,10,30,21,31208.366667
sjf,10,30,22,24934.966667
sjf,10,30,23,27052.966667
sjf,10,30,24,23481.066667
sjf,10,30,25,27364.066667
sjf,10,30,26,38256.466667
sjf,10,30,27,26599.533333
sjf,10,30,28,37534.800000
sjf,10,30,29,27485.066667
sjf,10,30,30,28575.433333
sjf,10,40,1,35556.550000
sjf,10,40,2,35741.150000
sjf,10,40,3,42046.050000
sjf,10,40,4,43646.550000
sjf,10,40,5,34680.050000
sjf,10,40,6,38683.275000
sjf,10,40,7,39343.025000
sjf,10,40,8,33772.050000
sjf,10,40,9,43418.725000
sjf,10,40,10,43263.825000
sjf,10,40,11,32784.575000
sjf,10,40,12,49183.325000
sjf,10,40,13,27673.250000
sjf,10,40,14,39139.900000
sjf,10,40,15,41393.125000
sjf,10,40,16,35109.650000
sjf,10,40,17,33072.825000
sjf,10,40,18,39468.825000
sjf,10,40,19,35839.175000
sjf,10,40,20,41814.700000
sjf,10,40,21,45416.425000
sjf,10,40,22,42390.350000
sjf,10,40,23,46113.000000
sjf,10,40,24,47582.050000
sjf,10,40,25,36595.350000
sjf,10,40,26,33842.300000
sjf,10,40,27,23272.075000
sjf,10,40,28,36525.275000
sjf,10,40,29,43748.475000
sjf,10,40,30,43454.475000
sjf,10,50,1,44229.120000
sjf,10,50,2,42439.000000
sjf,10,50,3,43574.800000
sjf,10,50,4,53919.960000
sjf,10,50,5,39830.780000
sjf,10,50,6,43433.460000
sjf,10,50,7,60510.280000
sjf,10,50,8,48600.680000
sjf,10,50,9,57779.260000
sjf,10,50,10,57698.800000
sjf,10,50,11,43599.820000
sjf,10,50,12,52632.300000
sjf,10,50,13,47851.640000
sjf,10,50,14,38023.200000
sjf,10,50,15,43610.220000
sjf,10,50,16,32894.600000
sjf,10,50,17,49336.440000
sjf,10,50,18,41238.400000
sjf,10,50,19,46623.960000
sjf,10,50,20,67012.900000
sjf,10,50,21,41970.660000
sjf,10,50,22,41537.940000
sjf,10,50,23,63928.120000
sjf,10,50,24,39808.620000
sjf,10,50,25,57954.760000
sjf,10,50,26,65975.800000
sjf,10,50,27,54060.400000
sjf,10,50,28,54100.860000
sjf,10,50,29,55080.240000
sjf,10,50,30,54014.220000
sjf,10,60,1,56066.683333
sjf,10,60,2,54845.850000
sjf,10,60,3,56941.066667
sjf,10,60,4,60562.483333
sjf,10,60,5,57392.233333
sjf,10,60,6,40760.650000
sjf,10,60,7,60951.650000
sjf,10,60,8,55848.750000
sjf,10,60,9,71525.200000
sjf,10,60,10,52301.950000
sjf,10,60,11,71829.266667
sjf,10,60,12,46032.383333
sjf,10,60,13,40649.933333
sjf,10,60,14,53128.650000
sjf,10,60,15,50403.533333
sjf,10,60,16,62236.633333
sjf,10,60,17,59610.466667
sjf,10,60,18,50639.966667
sjf,10,60,19,35436.250000
sjf,10,60,20,55788.483333
sjf,10,60,21,70397.000000
sjf,10,60,22,67994.233333
sjf,10,60,23,61352.400000
sjf,10,60,24,67150.466667
sjf,10,60,25,63573.716667
sjf,10,60,26,65191.483333
sjf,10,60,27,49132.850000
sjf,10,60,28,65487.816667
sjf,10,60,29,64792.066667
sjf,10,60,30,69122.716667
sjf,10,70,1,69547.871429
sjf,10,70,2,73040.985714
sjf,10,70,3,69469.000000
sjf,10,70,4,86562.142857
sjf,10,70,5,72210.800000
sjf,10,70,6,80489.571429
sjf,10,70,7,68030.914286
sjf,10,70,8,65675.200000
sjf,10,70,9,69247.742857
sjf,10,70,10,72476.642857
sjf,10,70,11,51052.628571
sjf,10,70,12,73205.628571
sjf,10,70,13,73209.114286
sjf,10,70,14,92373.042857
sjf,10,70,15,73477.442857
sjf,10,70,16,69675.828571
sjf,10,70,17,57907.100000
sjf,10,70,18,62376.614286
sjf,10,70,19,97853.700000
sjf,10,70,20,80265.842857
sjf,10,70,21,70239.671429
sjf,10,70,22,78263.285714
sjf,10,70,23,85346.700000
sjf,10,70,24,68470.185714
sjf,10,70,25,74550.542857
sjf,10,70,26,63567.614286
sjf,10,70,27,93338.214286
sjf,10,70,28,65068.585714
sjf,10,70,29,71136.371429
sjf,10,70,30,54391.400000
sjf,10,80,1,73626.075000
sjf,10,80,2,94733.825000
sjf,10,80,3,101287.475000
sjf,10,80,4,86852.250000
sjf,10,80,5,74869.062500
sjf,10,80,6,73486.300000
sjf,10,80,7,82043.500000
sjf,10,80,8,79603.650000
sjf,10,80,9,76297.587500
sjf,10,80,10,81950.962500
sjf,10,80,11,59090.337500
sjf,10,80,12,75257.475000
sjf,10,80,13,84868.387500
sjf,10,80,14,92914.375000
sjf,10,80,15,81062.425000
sjf,10,80,16,114161.362500
sjf,10,80,17,80700.350000
sjf,10,80,18,76754.775000
sjf,10,80,19,82017.225000
sjf,10,80,20,82623.487500
sjf,10,80,21,78779.925000
sjf,10,80,22,87513.637500
sjf,10,80,23,95466.700000
sjf,10,80,24,69006.737500
sjf,10,80,25,86597.362500
sjf,10,80,26,75520.887500
sjf,10,80,27,81407.812500
sjf,10,80,28,57565.150000
sjf,10,80,29,79612.000000
sjf,10,80,30,88436.975000
sjf,10,90,1,75409.322222
sjf,10,90,2,111981.944444
sjf,10,90,3,107757.055556
sjf,10,90,4,88017.544444
sjf,10,90,5,99750.311111
sjf,10,90,6,93080.355556
sjf,10,90,7,98182.433333
sjf,10,90,8,83266.322222
sjf,10,90,9,86585.866667
sjf,10,90,10,71573.544444
sjf,10,90,11,95546.455556
sjf,10,90,12,79534.200000
sjf,10,90,13,86186.677778
sjf,10,90,14,80461.744444
sjf,10,90,15,78381.944444
sjf,10,90,16,94599.166667
sjf,10,90,17,90979.233333
sjf,10,90,18,104051.644444
sjf,10,90,19,96597.622222
sjf,10,90,20,81540.955556
sjf,10,90,21,71343.488889
sjf,10,90,22,90860.766667
sjf,10,90,23,90805.444444
sjf,10,90,24,94121.122222
sjf,10,90,25,92431.644444
sjf,10,90,26,84817.400000
sjf,10,90,27,77187.688889
sjf,10,90,28,91043.044444
sjf,10,90,29,92489.622222
sjf,10,90,30,89288.422222
sjf,10,100,1,88346.040000
sjf,10,100,2,101554.560000
sjf,10,100,3,104487.360000
sjf,10,100,4,99112.350000
sjf,10,100,5,108388.100000
sjf,10,100,6,92524.480000
sjf,10,100,7,105965.300000
sjf,10,100,8,91610.080000
sjf,10,100,9,114918.120000
sjf,10,100,10,108084.360000
sjf,10,100,11,102117.740000
sjf,10,100,12,110879.760000
sjf,10,100,13,121955.520000
sjf,10,100,14,93307.810000
sjf,10,100,15,94310.100000
sjf,10,100,16,94078.060000
sjf,10,100,17,117222.840000
sjf,10,100,18,113550.050000
sjf,10,100,19,108205.830000
sjf,10,100,20,99342.860000
sjf,10,100,21,97598.450000
sjf,10,100,22,109682.150000
sjf,10,100,23,89701.750000
sjf,10,100,24,92943.660000
sjf,10,100,25,79143.380000
sjf,10,100,26,106129.580000
sjf,10,100,27,95909.730000
sjf,10,100,28,102687.750000
sjf,10,100,29,97742.560000
sjf,10,100,30,97530.710000
sjf,20,10,1,4618.000000
sjf,20,10,2,4295.900000
sjf,20,10,3,3481.400000
sjf,20,10,4,7070.700000
sjf,20,10,5,5533.000000
sjf,20,10,6,3754.700000
sjf,20,10,7,5656.600000
sjf,20,10,8,4906.800000
sjf,20,10,9,5357.900000
sjf,20,10,10,7490.100000
sjf,20,10,11,7607.900000
sjf,20,10,12,7183.800000
sjf,20,10,13,7983.100000
sjf,20,10,14,5330.400000
sjf,20,10,15,6757.300000
sjf,20,10,16,7314.600000
sjf,20,10,17,4620.900000
sjf,20,10,18,6136.700000
sjf,20,10,19,5546.000000
sjf,20,10,20,7488.400000
sjf,20,10,21,5764.700000
sjf,20,10,22,7621.800000
sjf,20,10,23,8594.200000
sjf,20,10,24,4256.000000
sjf,20,10,25,4279.600000
sjf,20,10,26,8079.400000
sjf,20,10,27,10091.900000
sjf,20,10,28,5232.000000
sjf,20,10,29,3912.900000
sjf,20,10,30,6901.100000
sjf,20,20,1,14975.200000
sjf,20,20,2,18475.000000
sjf,20,20,3,10186.950000
sjf,20,20,4,10433.850000
sjf,20,20,5,9779.000000
sjf,20,20,6,11766.700000
sjf,20,20,7,12026.250000
sjf,20,20,8,13759.900000
sjf,20,20,9,8424.450000
sjf,20,20,10,15152.100000
sjf,20,20,11,12639.850000
sjf,20,20,12,18600.600000
sjf,20,20,13,11032.850000
sjf,20,20,14,11657.050000
sjf,20,20,15,12974.700000
sjf,20,20,16,13372.500000
sjf,20,20,17,12086.300000
sjf,20,20,18,11537.100000
sjf,20,20,19,9440.550000
sjf,20,20,20,10401.200000
sjf,20,20,21,10427.650000
sjf,20,20,22,10388.950000
sjf,20,20,23,9154.350000
sjf,20,20,24,10014.150000
sjf,20,20,25,9804.350000
sjf,20,20,26,13539.000000
sjf,20,20,27,10767.700000
sjf,20,20,28,8179.950000
sjf,20,20,29,8795.600000
sjf,20,20,30,7514.150000
sjf,20,30,1,13413.766667
sjf,20,30,2,14803.766667
sjf,20,30,3,18603.633333
sjf,20,30,4,13845.800000
sjf,20,30,5,16783.300000
sjf,20,30,6,17658.233333
sjf,20,30,7,16239.600000
sjf,20,30,8,16506.566667
sjf,20,30,9,18279.933333
sjf,20,30,10,16145.633333
sjf,20,30,11,16632.000000
sjf,20,30,12,17842.800000
sjf,20,30,13,19733.866667
sjf,20,30,14,13690.366667
sjf,20,30,15,19646.833333
sjf,20,30,16,17230.166667
sjf,20,30,17,14422.600000
sjf,20,30,18,25623.500000
sjf,20,30,19,16475.933333
sjf,20,30,20,19135.233333
sjf,20,30,21,14388.866667
sjf,20,30,22,12231.866667
sjf,20,30,23,16087.933333
sjf,20,30,24,16237.666667
sjf,20,30,25,15918.166667
sjf,20,30,26,18952.766667
sjf,20,30,27,13255.800000
sjf,20,30,28,11387.866667
sjf,20,30,29,15498.066667
sjf,20,30,30,22913.133333
sjf,20,40,1,23304.325000
sjf,20,40,2,24149.650000
sjf,20,40,3,17061.475000
sjf,20,40,4,16864.850000
sjf,20,40,5,24634.100000
sjf,20,40,6,20600.975000
sjf,20,40,7,24169.200000
sjf,20,40,8,24483.425000
sjf,20,40,9,30846.950000
sjf,20,40,10,23573.500000
sjf,20,40,11,22349.600000
sjf,20,40,12,27207.475000
sjf,20,40,13,25293.775000
sjf,20,40,14,24717.025000
sjf,20,40,15,27342.650000
sjf,20,40,16,26054.400000
sjf,20,40,17,23535.400000
sjf,20,40,18,18396.850000
sjf,20,40,19,18001.975000
sjf,20,40,20,17050.450000
sjf,20,40,21,24889.900000
sjf,20,40,22,27878.075000
sjf,20,40,23,21484.150000
sjf,20,40,24,17049.125000
sjf,20,40,25,19486.450000
sjf,20,40,26,34333.100000
sjf,20,40,27,27267.775000
sjf,20,40,28,27184.375000
sjf,20,40,29,17303.125000
sjf,20,40,30,21296.225000
sjf,20,50,1,29822.580000
sjf,20,50,2,27974.520000
sjf,20,50,3,23108.180000
sjf,20,50,4,27876.500000
sjf,20,50,5,27559.680000
sjf,20,50,6,41780.160000
sjf,20,50,7,25582.140000
sjf,20,50,8,33108.180000
sjf,20,50,9,34193.440000
sjf,20,50,10,34414.040000
sjf,20,50,11,30477.920000
sjf,20,50,12,39565.580000
sjf,20,50,13,30889.220000
sjf,20,50,14,27425.920000
sjf,20,50,15,28069.140000
sjf,20,50,16,26314.300000
sjf,20,50,17,30757.980000
sjf,20,50,18,26031.020000
sjf,20,50,19,25400.760000
sjf,20,50,20,37505.120000
sjf,20,50,21,29286.160000
sjf,20,50,22,29035.320000
sjf,20,50,23,25599.920000
sjf,20,50,24,24250.000000
sjf,20,50,25,24438.740000
sjf,20,50,26,31868.600000
sjf,20,50,27,32115.080000
sjf,20,50,28,29306.560000
sjf,20,50,29,36803.100000
sjf,20,50,30,28589.300000
sjf,20,60,1,31154.166667
sjf,20,60,2,27634.700000
sjf,20,60,3,34741.716667
sjf,20,60,4,36293.600000
sjf,20,60,5,36900.166667
sjf,20,60,6,35148.950000
sjf,20,60,7,30416.700000
sjf,20,60,8,28994.083333
sjf,20,60,9,33589.400000
sjf,20,60,10,32535.600000
sjf,20,60,11,34534.500000
sjf,20,60,12,24187.583333
sjf,20,60,13,38898.983333
sjf,20,60,14,30300.550000
sjf,20,60,15,34138.900000
sjf,20,60,16,37669.616667
sjf,20,60,17,38764.350000
sjf,20,60,18,28119.083333
sjf,20,60,19,37244.833333
sjf,20,60,20,30055.133333
sjf,20,60,21,40514.900000
sjf,20,60,22,38824.966667
sjf,20,60,23,35412.616667
sjf,20,60,24,33095.333333
sjf,20,60,25,30308.150000
sjf,20,60,26,44194.766667
sjf,20,60,27,28674.350000
sjf,20,60,28,34967.066667
sjf,20,60,29,34809.750000
sjf,20,60,30,31254.800000
sjf,20,70,1,48315.214286
sjf,20,70,2,40647.085714
sjf,20,70,3,34815.357143
sjf,20,70,4,40861.057143
sjf,20,70,5,36680.228571
sjf,20,70,6,49384.300000
sjf,20,70,7,46335.685714
sjf,20,70,8,35866.800000
sjf,20,70,9,39978.542857
sjf,20,70,10,39529.028571
sjf,20,70,11,41770.514286
sjf,20,70,12,42816.700000
sjf,20,70,13,42252.371429
sjf,20,70,14,46708.085714
sjf,20,70,15,33911.128571
sjf,20,70,16,39441.957143
sjf,20,70,17,40853.985714
sjf,20,70,18,43011.714286
sjf,20,70,19,34121.757143
sjf,20,70,20,36193.242857
sjf,20,70,21,49677.385714
sjf,20,70,22,36405.628571
sjf,20,70,23,44054.400000
sjf,20,70,24,47458.800000
sjf,20,70,25,46203.328571
sjf,20,70,26,31728.185714
sjf,20,70,27,44294.085714
sjf,20,70,28,46120.628571
sjf,20,70,29,36711.114286
sjf,20,70,30,34955.657143
sjf,20,80,1,46392.362500
sjf,20,80,2,40342.287500
sjf,20,80,3,54732.162500
sjf,20,80,4,47698.437500
sjf,20,80,5,35486.625000
sjf,20,80,6,64640.975000
sjf,20,80,7,49077.675000
sjf,20,80,8,36959.200000
sjf,20,80,9,45916.287500
sjf,20,80,10,44782.550000
sjf,20,80,11,39105.012500
sjf,20,80,12,44044.750000
sjf,20,80,13,44068.662500
sjf,20,80,14,49208.200000
sjf,20,80,15,45593.500000
sjf,20,80,16,49906.125000
sjf,20,80,17,43051.150000
sjf,20,80,18,51587.512500
sjf,20,80,19,42430.050000
sjf,20,80,20,36817.775000
sjf,20,80,21,40182.512500
sjf,20,80,22,45910.175000
sjf,20,80,23,41922.550000
sjf,20,80,24,48665.625000
sjf,20,80,25,42489.725000
sjf,20,80,26,38000.275000
sjf,20,80,27,43307.100000
sjf,20,80,28,32321.162500
sjf,20,80,29,43939.787500
sjf,20,80,30,49023.762500
sjf,20,90,1,45645.277778
sjf,20,90,2,45469.633333
sjf,20,90,3,53026.522222
sjf,20,90,4,56818.788889
sjf,20,90,5,51991.455556
sjf,20,90,6,52619.644444
sjf,20,90,7,48418.077778
sjf,20,90,8,52807.422222
sjf,20,90,9,42616.433333
sjf,20,90,10,47745.288889
sjf,20,90,11,47943.122222
sjf,20,90,12,43493.822222
sjf,20,90,13,51924.211111
sjf,20,90,14,51322.633333
sjf,20,90,15,43686.611111
sjf,20,90,16,55686.188889
sjf,20,90,17,53600.133333
sjf,20,90,18,54218.100000
sjf,20,90,19,58590.900000
sjf,20,90,20,54083.788889
sjf,20,90,21,47824.700000
sjf,20,90,22,54839.177778
sjf,20,90,23,62770.533333
sjf,20,90,24,48535.288889
sjf,20,90,25,53072.711111
sjf,20,90,26,53565.155556
sjf,20,90,27,45535.677778
sjf,20,90,28,49899.255556
sjf,20,90,29,46458.622222
sjf,20,90,30,50173.777778
sjf,20,100,1,62822.820000
sjf,20,100,2,58249.260000
sjf,20,100,3,56093.490000
sjf,20,100,4,59860.760000
sjf,20,100,5,49982.200000
sjf,20,100,6,52406.540000
sjf,20,100,7,54506.090000
sjf,20,100,8,46606.890000
sjf,20,100,9,48388.330000
sjf,20,100,10,64302.630000
sjf,20,100,11,54279.130000
sjf,20,100,12,51959.380000
sjf,20,100,13,53411.460000
sjf,20,100,14,44344.180000
sjf,20,100,15,47068.770000
sjf,20,100,16,69049.660000
sjf,20,100,17,63982.990000
sjf,20,100,18,56159.180000
sjf,20,100,19,50062.230000
sjf,20,100,20,58349.560000
sjf,20,100,21,64771.090000
sjf,20,100,22,52269.270000
sjf,20,100,23,49955.270000
sjf,20,100,24,58877.280000
sjf,20,100,25,53265.440000
sjf,20,100,26,55289.290000
sjf,20,100,27,57521.480000
sjf,20,100,28,55604.260000
sjf,20,100,29,62433.580000
sjf,20,100,30,42312.950000
sjf,30,10,1,4885.200000
sjf,30,10,2,3819.500000
sjf,30,10,3,3904.400000
sjf,30,10,4,4946.900000
sjf,30,10,5,4831.400000
sjf,30,10,6,5974.700000
sjf,30,10,7,5212.600000
sjf,30,10,8,5382.300000
sjf,30,10,9,4903.300000
sjf,30,10,10,5892.100000
sjf,30,10,11,6271.200000
sjf,30,10,12,4174.300000
sjf,30,10,13,5890.700000
sjf,30,10,14,4855.600000
sjf,30,10,15,3923.800000
sjf,30,10,16,5200.500000
sjf,30,10,17,7061.300000
sjf,30,10,18,7882.600000
sjf,30,10,19,7998.300000
sjf,30,10,20,6033.800000
sjf,30,10,21,5309.100000
sjf,30,10,22,3719.900000
sjf,30,10,23,5370.300000
sjf,30,10,24,2867.100000
sjf,30,10,25,4921.400000
sjf,30,10,26,4846.300000
sjf,30,10,27,4286.700000
sjf,30,10,28,3038.300000
sjf,30,10,29,4617.900000
sjf,30,10,30,6849.500000
sjf,30,20,1,9806.600000
sjf,30,20,2,8754.050000
sjf,30,20,3,9191.200000
sjf,30,20,4,8021.350000
sjf,30,20,5,7859.800000
sjf,30,20,6,6653.700000
sjf,30,20,7,8561.650000
sjf,30,20,8,9780.950000
sjf,30,20,9,9481.300000
sjf,30,20,10,8965.150000
sjf,30,20,11,13658.950000
sjf,30,20,12,12569.500000
sjf,30,20,13,10272.600000
sjf,30,20,14,8222.150000
sjf,30,20,15,9250.650000
sjf,30,20,16,5881.650000
sjf,30,20,17,11683.550000
sjf,30,20,18,10349.000000
sjf,30,20,19,11228.400000
sjf,30,20,20,12661.850000
sjf,30,20,21,9526.800000
sjf,30,20,22,9301.550000
sjf,30,20,23,9297.950000
sjf,30,20,24,9625.700000
sjf,30,20,25,9535.800000
sjf,30,20,26,11462.800000
sjf,30,20,27,7911.850000
sjf,30,20,28,9416.000000
sjf,30,20,29,10945.300000
sjf,30,20,30,13265.000000
sjf,30,30,1,17639.666667
sjf,30,30,2,16921.966667
sjf,30,30,3,15403.533333
sjf,30,30,4,11459.200000
sjf,30,30,5,12850.233333
sjf,30,30,6,15477.200000
sjf,30,30,7,13457.233333
sjf,30,30,8,15622.266667
sjf,30,30,9,14882.933333
sjf,30,30,10,13727.933333
sjf,30,30,11,13883.333333
sjf,30,30,12,15576.700000
sjf,30,30,13,11592.533333
sjf,30,30,14,13803.400000
sjf,30,30,15,15350.500000
sjf,30,30,16,13656.466667
sjf,30,30,17,13218.133333
sjf,30,30,18,13414.033333
sjf,30,30,19,12762.333333
sjf,30,30,20,16818.533333
sjf,30,30,21,13116.600000
sjf,30,30,22,16403.800000
sjf,30,30,23,14038.333333
sjf,30,30,24,12599.133333
sjf,30,30,25,16757.266667
sjf,30,30,26,18754.800000
sjf,30,30,27,12488.766667
sjf,30,30,28,13854.433333
sjf,30,30,29,14859.933333
sjf,30,30,30,11765.066667
sjf,30,40,1,17743.600000
sjf,30,40,2,20143.800000
sjf,30,40,3,18696.125000
sjf,30,40,4,17090.575000
sjf,30,40,5,17009.100000
sjf,30,40,6,17983.600000
sjf,30,40,7,22745.500000
sjf,30,40,8,17477.900000
sjf,30,40,9,20358.075000
sjf,30,40,10,19507.500000
sjf,30,40,11,17520.425000
sjf,30,40,12,19765.175000
sjf,30,40,13,19522.475000
sjf,30,40,14,17826.825000
sjf,30,40,15,17653.300000
sjf,30,40,16,20141.825000
sjf,30,40,17,20160.625000
sjf,30,40,18,20550.025000
sjf,30,40,19,19071.225000
sjf,30,40,20,15540.000000
sjf,30,40,21,21790.050000
sjf,30,40,22,17422.975000
sjf,30,40,23,14841.200000
sjf,30,40,24,17201.150000
sjf,30,40,25,14860.075000
sjf,30,40,26,14539.200000
sjf,30,40,27,16058.525000
sjf,30,40,28,15742.700000
sjf,30,40,29,15117.975000
sjf,30,40,30,17391.650000
sjf,30,50,1,23674.660000
sjf,30,50,2,34678.900000
sjf,30,50,3,21270.340000
sjf,30,50,4,24221.920000
sjf,30,50,5,18255.500000
sjf,30,50,6,18054.060000
sjf,30,50,7,22419.640000
sjf,30,50,8,24308.800000
sjf,30,50,9,23946.640000
sjf,30,50,10,21662.120000
sjf,30,50,11,24281.140000
sjf,30,50,12,26269.520000
sjf,30,50,13,25260.560000
sjf,30,50,14,20266.900000
sjf,30,50,15,22946.380000
sjf,30,50,16,22052.640000
sjf,30,50,17,23862.980000
sjf,30,50,18,22530.520000
sjf,30,50,19,20698.160000
sjf,30,50,20,16807.780000
sjf,30,50,21,25636.440000
sjf,30,50,22,22052.640000
sjf,30,50,23,26512.780000
sjf,30,50,24,23968.340000
sjf,30,50,25,18736.900000
sjf,30,50,26,19304.240000
sjf,30,50,27,17329.680000
sjf,30,50,28,24472.280000
sjf,30,50,29,24381.760000
sjf,30,50,30,27283.900000
sjf,30,60,1,32220.100000
sjf,30,60,2,21061.400000
sjf,30,60,3,32455.816667
sjf,30,60,4,24107.750000
sjf,30,60,5,22994.600000
sjf,30,60,6,27753.583333
sjf,30,60,7,25729.083333
sjf,30,60,8,30096.150000
sjf,30,60,9,25935.450000
sjf,30,60,10,22120.933333
sjf,30,60,11,28892.083333
sjf,30,60,12,23542.816667
sjf,30,60,13,25338.766667
sjf,30,60,14,21024.916667
sjf,30,60,15,28616.666667
sjf,30,60,16,26855.050000
sjf,30,60,17,31527.250000
sjf,30,60,18,24654.716667
sjf,30,60,19,25781.450000
sjf,30,60,20,34561.100000
sjf,30,60,21,25845.950000
sjf,30,60,22,29982.916667
sjf,30,60,23,25722.683333
sjf,30,60,24,24872.366667
sjf,30,60,25,23228.950000
sjf,30,60,26,22723.816667
sjf,30,60,27,24205.150000
sjf,30,60,28,34980.166667
sjf,30,60,29,29676.516667
sjf,30,60,30,24271.283333
sjf,30,70,1,29045.985714
sjf,30,70,2,30427.228571
sjf,30,70,3,26777.542857
sjf,30,70,4,33693.428571
sjf,30,70,5,32706.514286
sjf,30,70,6,37693.742857
sjf,30,70,7,30910.385714
sjf,30,70,8,31801.485714
sjf,30,70,9,30108.271429
sjf,30,70,10,42716.457143
sjf,30,70,11,37308.085714
sjf,30,70,12,30419.585714
sjf,30,70,13,26261.228571
sjf,30,70,14,35735.342857
sjf,30,70,15,30456.028571
sjf,30,70,16,29351.057143
sjf,30,70,17,38037.585714
sjf,30,70,18,97427.371429
sjf,30,70,19,39708.542857
sjf,30,70,20,37693.385714
sjf,30,70,21,28795.614286
sjf,30,70,22,35486.971429
sjf,30,70,23,28457.557143
sjf,30,70,24,31223.385714
sjf,30,70,25,25589.985714
sjf,30,70,26,24524.828571
sjf,30,70,27,31849.157143
sjf,30,70,28,23584.442857
sjf,30,70,29,29173.071429
sjf,30,70,30,30204.328571
sjf,30,80,1,32205.025000
sjf,30,80,2,34794.537500
sjf,30,80,3,35355.000000
sjf,30,80,4,32402.187500
sjf,30,80,5,37892.625000
sjf,30,80,6,44363.500000
sjf,30,80,7,31974.687500
sjf,30,80,8,36707.075000
sjf,30,80,9,33424.625000
sjf,30,80,10,32394.287500
sjf,30,80,11,38498.212500
sjf,30,80,12,39474.112500
sjf,30,80,13,35403.037500
sjf,30,80,14,29187.587500
sjf,30,80,15,32273.962500
sjf,30,80,16,31268.912500
sjf,30,80,17,36495.037500
sjf,30,80,18,33002.137500
sjf,30,80,19,29237.425000
sjf,30,80,20,34747.350000
sjf,30,80,21,37335.925000
sjf,30,80,22,36160.912500
sjf,30,80,23,31928.450000
sjf,30,80,24,29790.725000
sjf,30,80,25,32827.600000
sjf,30,80,26,31703.125000
sjf,30,80,27,33336.975000
sjf,30,80,28,36670.400000
